Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Storage Technology 1,Storage Technology 2,Storage Technology 3,Storage Technology 4,Nameplate Reactive Power Rating,Storage Enclosure Type,Arbitrage,Frequency Regulation,Load Following,Ramping / Spinning Reserve,Co-Located Renewable Firming,Transmission and Distribution Deferral,System Peak Shaving,Load Management,Voltage or Reactive Power Support,Backup Power,Excess Wind and Solar Generation,AC Coupled,DC Coupled,DC Tightly Coupled,Independent,Direct Support of Another Unit,Direct Support Plant ID 1,Direct Support Gen ID 1,Direct Support Plant ID 2,Direct Support Gen ID 2,Direct Support Plant ID 3,Direct Support Gen ID 3,Support T&D Asset
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63614,LAWRP,CA,Orange,LAWRP,OP,Batteries,BA,Commercial Non-CHP,4,1.0,1.0,1.0,4,2019,5,1,1,LIB,,,,1,CS,Y,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,N
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63615,Long Beach Convention Center,CA,Los Angeles,LBCON,OP,Batteries,BA,Commercial Non-CHP,4,1.5,1.5,1.5,4,2019,8.6,1.5,1.5,LIB,,,,1.5,CS,Y,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,N
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63616,OCSD,CA,Orange,OCSD1,OP,Batteries,BA,Commercial Non-CHP,4,4.9,4.9,4.9,8,2019,32.6,4.9,4.9,LIB,,,,4.9,CS,Y,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,N
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63617,SOCCD,CA,Orange,SOCCD,OP,Batteries,BA,Commercial Non-CHP,4,1.3,1.3,1.3,6,2019,7.2,1.3,1.3,LIB,,,,1.3,CS,Y,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,N
61012,AES Distributed Energy,63685,Luna Storage,CA,Los Angeles,LUNA,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,6,2022,400,100,100,LIB,,,,0.9,CT,PR,Y,,,,,,,Y,,,,,,,N, ,, ,, ,,Y
63414,"Cool Springs Solar, LLC",63721,Cool Springs Solar (Hybrid),GA,Decatur,CSBAT,OP,Batteries,BA,IPP Non-CHP,2,40.0,40.0,40.0,12,2021,80,40,40,LIB,,,,72.4,CS,,,Y,,PR,,Y,,,,Y,,Y,,,Y,63721,COOLS, ,, ,,N
60025,Greenbacker Renewable Energy Corporation,63722,Rawhide Prairie Solar Hybrid,CO,Larimer,BA1,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,3,2021,2,1,1,LIB,,,,1,CS,,,,,,,PR,Y,,,Y,Y,,,,Y,63722,PV1, ,, ,,N
61944,MN8 Energy LLC,63727,Slate Hybrid,CA,Kings,SLB3C,OP,Batteries,BA,IPP Non-CHP,2,33.8,33.8,33.8,3,2022,135,33.8,33.8,LIB,,,,11.1,CS,,,,,PR,,,,,,Y,Y,,,,Y,63727,SL3EC, ,, ,,N
61944,MN8 Energy LLC,63727,Slate Hybrid,CA,Kings,SLBES,OP,Batteries,BA,IPP Non-CHP,2,50.0,50.0,50.0,4,2022,200,50,50,LIB,,,,16.4,CS,,,,,PR,,,,,,Y,Y,,,,Y,63727,SLSTN, ,, ,,N
61944,MN8 Energy LLC,63727,Slate Hybrid,CA,Kings,SLBPW,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,3,2022,40,10,10,LIB,,,,3.3,CS,,,,,PR,,,,,,Y,Y,,,,Y,63727,SLPWR, ,, ,,N
61944,MN8 Energy LLC,63727,Slate Hybrid,CA,Kings,SLBSV,OP,Batteries,BA,IPP Non-CHP,2,46.5,46.5,46.5,2,2022,186,46.5,46.5,LIB,,,,15.2,CS,,,,,PR,,,,,,Y,Y,,,,Y,63727,SLSVC, ,, ,,N
63420,"Taos Mesa Energy Facility, LLC",63728,Taos Mesa Energy Facility Hybrid,NM,Taos,BESS,OP,Batteries,BA,Electric Utility,1,12.5,12.5,12.5,11,2022,25,12.5,12.5,LIB,,,,5,CS,,,,,,,PR,Y,,,Y,Y,,,,Y,63728,TMEF1, ,, ,,Y
63427,"Neptune Energy Center, LLC",63731,Neptune Energy Center Hybrid,CO,Pueblo,NT125,OP,Batteries,BA,IPP Non-CHP,2,125.0,125.0,125.0,6,2023,500,125,125,LIB,,,,33,CS,,,,,Y,,Y,,,,PR,Y,,,,Y,63731,NT325, ,, ,,N
63424,"Silverstrand Grid, LLC",63735,Silverstrand Grid Energy Storage System,CA,Ventura,SLV01,OP,Batteries,BA,IPP Non-CHP,2,11.0,11.0,11.0,4,2021,44,11,11,LIB,,,,3.6,CS,PR,Y,,Y,,,,,,,,,,,,N, ,, ,, ,,N
63430,"Chisholm Grid, LLC",63737,Chisholm Grid Energy Storage System,TX,Tarrant,CHS01,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,10,2021,125,100,100,LIB,,,,33,CS,PR,Y,,Y,,,,,,,,,,,,N, ,, ,, ,,N
63451,"Madero Grid, LLC",63757,Madero Grid,TX,Hidalgo,MAD01,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,3,2023,100,100,100,LIB,,,,34,CS,PR,,,,,,,,Y,,,,,,,N, ,, ,, ,,N
64541,CES Agawam Tuckahoe Solar LLC,63763,CES Agawam Tuckahoe Solar Hybrid,MA,Hampden,ATES,OP,Batteries,BA,IPP Non-CHP,2,2.6,2.6,2.6,12,2021,5.2,2.6,2.6,LIB,,,,0.1,CS,,,,,Y,,Y,,,,PR,,Y,,,Y,63763,ATPV, ,, ,,N
59474,BQ Energy LLC,63774,Mount Kisco Landfill Solar & Storage CSG,NY,Westchester,KISCB,OP,Batteries,BA,IPP Non-CHP,2,0.7,0.5,0.5,12,2020,2.1,0.5,0.7,LIB,,,,0.5,CS,,PR,Y,,Y,,,,,,Y,,,,,N, ,, ,, ,,N
7140,Georgia Power Co,63775,Tech Square Microgrid,GA,Fulton,BESS1,OP,Batteries,BA,Electric Utility,1,0.2,0.2,0.2,10,2020,0.4,0.2,0.2,LIB,,,,0.1,BL,,,,,,,,,,PR,,,,,,N, ,, ,, ,,N
63454,"Thunder Wolf Energy Center, LLC",63776,Thunder Wolf Energy Center Hybrid,CO,Pueblo,TW100,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,6,2023,400,100,100,LIB,,,,33,CS,,,,,Y,,Y,,,,PR,Y,,,,Y,63776,TW300, ,, ,,N
63491,"Partridgeville Road Solar 1, LLC",63804,Partridgeville Hybrid CSG,MA,Worcester,PBESS,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,1,2020,3.9,2,2,LIB,,,,2,CS,,,,,,,,,,,PR,Y,,,,Y,63804,PAR, ,, ,,Y
63490,"147 Williamsville Solar 1, LLC",63805,Williamsville Hybrid CSG,MA,Worcester,WBESS,OP,Batteries,BA,IPP Non-CHP,2,3.3,3.3,3.3,9,2021,6.7,3.3,3.3,LIB,,,,2.3,CS,,,,,,,,,,,PR,Y,,,,Y,63805,WIL, ,, ,,Y
63512,"Gateway Energy Storage, LLC",63834,Gateway Energy Storage System,CA,San Diego,GTWAY,OP,Batteries,BA,IPP Non-CHP,2,250.0,250.0,250.0,7,2020,700,250,250,LIB,,,,69.6,BL,PR,,Y,Y,,,,,,,,,,,,N, ,, ,, ,,N
63522,"Johanna Energy Center, LLC",63843,"Johanna Energy Center, LLC",CA,Orange,SAP2,OP,Batteries,BA,IPP Non-CHP,2,20.0,20.0,20.0,6,2022,80,20,20,LIB,,,,7,CS,,Y,,,,,PR,,,,,,,,,N, ,, ,, ,,N
63522,"Johanna Energy Center, LLC",63843,"Johanna Energy Center, LLC",CA,Orange,SASP1,OP,Batteries,BA,IPP Non-CHP,2,20.0,20.0,20.0,6,2021,20,20,20,LIB,,,,27.5,CT,,Y,,,,,PR,,,,,,,,Y,N, ,, ,, ,,N
63522,"Johanna Energy Center, LLC",63843,"Johanna Energy Center, LLC",CA,Orange,SASP3,OP,Batteries,BA,IPP Non-CHP,2,40.0,40.0,40.0,8,2022,40,40,40,LIB,,,,20.2,CT,,Y,,,,,PR,,,,,,,,Y,N, ,, ,, ,,N
63525,"Westlands Solar Blue (OZ) Owner, LLC",63848,Solar Blue,CA,Kings,BESS1,OP,Batteries,BA,IPP Non-CHP,2,225.0,225.0,225.0,12,2023,900,225,225,LIB,,,,300,CS,PR,Y,,,,,,,,,,,,,,N, ,, ,, ,,N
63526,Castanea Project LLC,63849,Chestnut,CA,Kings,BESS1,OP,Batteries,BA,IPP Non-CHP,2,135.0,135.0,135.0,12,2023,540,135,135,LIB,,,,135,CS,PR,Y,,,,,,,,,,,,,,N, ,, ,, ,,N
63545,"Golden Fields Solar III, LLC",63859,"Golden Field Solar III, LLC",CA,Kern,RCBA,OP,Batteries,BA,IPP Non-CHP,2,147.0,147.0,147.0,3,2024,147,147,147,LIB,,,,147,CS,,,,,,,,,,,PR,Y,,,,Y,63859,RCBA,63859,RCTR, ,,Y
63550,"Ventura Energy Storage, LLC",63891,Saticoy,CA,Ventura,SATCY,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,4,2021,400,100,100,LIB,,,,70,CS,PR,Y,,Y,,,,,Y,,,,,,,N, ,, ,, ,,Y
63549,"Lily Solar, LLC",63892,Lily Solar Hybrid,TX,Kaufman,LILYB,OP,Batteries,BA,IPP Non-CHP,2,55.2,50.0,50.0,10,2021,80.5,50,50,LIB,,,,75,CS,PR,Y,,,,,,,Y,,,,,,,N, ,, ,, ,,N
61012,AES Distributed Energy,63900,AES Waikoloa Solar Hybrid,HI,Hawaii,KLOAB,OP,Batteries,BA,IPP Non-CHP,2,30.0,30.0,30.0,4,2023,120,30,30,LIB,,,,15.9,CS,,Y,,Y,PR,,Y,Y,Y,,Y,,,Y,,Y,63900,YKLOA, ,, ,,N
63571,"Azure Sky Solar Project, LLC",63905,Azure Sky Solar,TX,Haskell,ASKYB,OP,Batteries,BA,IPP Non-CHP,2,91.2,91.2,91.2,6,2022,80.5,51.7,51.7,LIB,,,,77,CS,PR,Y,,,,,,,Y,,,,,,,N, ,, ,, ,,N
63578,"Dodge Flat Solar, LLC",63913,Dodge Flat,NV,Washoe,DODGB,OP,Batteries,BA,IPP Non-CHP,2,50.0,50.0,50.0,3,2022,200,50,50,LIB,,,,16.4,CS,,,PR,,,,Y,,,,Y,,,Y,,Y,63913,DODGE, ,, ,,Y
61230,"Arevon Energy, Inc.",63930,Cal Flats BESS,CA,Monterey,CF60,OP,Batteries,BA,IPP Non-CHP,2,60.0,60.0,60.0,11,2021,242,60,60,LIB,,,,66.5,CS,PR,Y,,Y,Y,,,Y,Y,,,Y,,,,N, ,, ,, ,,N
13407,Nevada Power Co,63933,Dry Lake Solar Energy Center,NV,Clark,DLES1,OP,Batteries,BA,Electric Utility,1,100.0,100.0,100.0,5,2024,150,100,100,LIB,,,,150,CS,,,,,,,,,,,PR,Y,,,,Y,63933,DLES1, ,, ,,Y
64172,Arevon Asset Management,63943,Coso Battery Storage,CA,Inyo,61730,OP,Batteries,BA,IPP Non-CHP,2,60.0,60.0,60.0,4,2022,240,60,60,LIB,,,,20,CS,PR,Y,,,,,Y,,,,,Y,,,,Y,63943,61730, ,, ,,N
6455,"Duke Energy Florida, LLC",63995,Trenton,FL,Gilchrist,ES1,OP,Batteries,BA,Electric Utility,1,11.0,11.0,11.0,12,2021,10.1,11,11,LIB,,,,1.7,CS,,,,,,,PR,Y,,,,,,,,N, ,, ,, ,,Y
6455,"Duke Energy Florida, LLC",63996,Cape San Blas,FL,Gulf,ES1,OP,Batteries,BA,Electric Utility,1,5.5,5.5,5.5,8,2022,14.3,5.5,5.5,LIB,,,,0.3,CS,,,,,,Y,PR,,,,,,,,,N, ,, ,, ,,Y
6455,"Duke Energy Florida, LLC",63998,Jennings Energy Storage Facility,FL,Hamilton,ES1,OP,Batteries,BA,Electric Utility,1,5.5,5.5,5.5,8,2022,5.5,5.5,5.5,LIB,,,,0.3,CS,,,,,,Y,PR,,,,,,,,,N, ,, ,, ,,Y
6455,"Duke Energy Florida, LLC",63999,Micanopy Energy Storage Facility,FL,Alachua,ES1,OP,Batteries,BA,Electric Utility,1,8.3,8.3,8.3,10,2022,11.7,8.3,8.3,LIB,,,,5,CS,,,,,,Y,PR,,,,,,,,,N, ,, ,, ,,Y
61012,AES Distributed Energy,64000,Amaterasu LLC,MA,Worcester,BESS,OP,Batteries,BA,IPP Non-CHP,2,3.2,3.2,3.2,6,2021,6,3.2,3.2,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,64000,DRC, ,, ,,N
60146,Ameresco Federal Solutions,64050,Fort Bragg - Camp Mackall PV BESS System,NC,Richmond,CMABS,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,2,2023,2,2,2,LIB,,,,1.2,CS,,,,,,,,,,PR,Y,Y,Y,,,Y,64050,CMAPV, ,, ,,N
63707,OYA Blanchard Road LLC,64084,Blanchard Road 1 Community Solar,NY,Jefferson,BR1S,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,12,2019,15,3.8,3.8,LIB,,,,3.8,CS,,,,,,,,,,,PR,,,Y,,Y,64084,BR1CS, ,, ,,N
63708,OYA Blanchard Road 2 LLC,64087,Blanchard Road 2 Community Solar,NY,Jefferson,BR2S,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,12,2019,15,3.8,3.8,LIB,,,,3.8,CS,,,,,,,,,,,PR,,,Y,,Y,64087,BR2CS, ,, ,,N
63723,"Ignacio Grid, LLC",64089,Ignacio Grid Energy Storage System,TX,Hidalgo,IGN01,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,3,2023,100,100,100,LIB,,,,34,CS,PR,Y,,Y,,,,,,,,,,,,N, ,, ,, ,,N
63709,OYA NYS Rte 12 LLC,64090,NYS Rte 12 Community Solar,NY,Jefferson,NR12S,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,12,2019,15,3.8,3.8,LIB,,,,3.8,CS,,,,,,,,,,,PR,,,Y,,Y,64090,NYR12, ,, ,,N
63711,OYA Great Lakes Seaway LLC,64092,Great Lakes Seaway Community Solar,NY,Jefferson,GLSS,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,12,2019,15,3.8,3.8,LIB,,,,3.8,CS,,,,,,,,,,,PR,,,Y,,Y,64092,GLSCS, ,, ,,N
63731,Desert Harvest II LLC,64103,Desert Harvest II LLC,CA,Riverside,DH003,OP,Batteries,BA,IPP Non-CHP,2,35.0,35.0,35.0,1,2021,140,35,35,LIB,,,,11.5,CS,PR,,,,,,,,,,Y,,Y,,,Y,64103,DH002, ,, ,,N
63733,"Maverick Solar 6, LLC",64105,"Maverick Solar 6, LLC",CA,Riverside,MAV04,OP,Batteries,BA,IPP Non-CHP,2,50.0,50.0,50.0,6,2022,200,50,50,LIB,,,,16.5,CS,PR,,,,,,Y,,,,Y,Y,Y,,,Y,64105,MAV03, ,, ,,N
64059,Ware Palmer Road Solar LLC,64128,Ware Palmer Road Solar LLC CSG,MA,Hampshire,WPRB,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,6,2021,4.5,2,2,LIB,,,,1.1,CS,,,,,Y,,PR,,,,Y,,Y,,,Y,64128,WPRS, ,, ,,N
64058,East Brookfield Adams Road Solar LLC,64129,East Brookfield Adams Road Solar LLC CSG,MA,Worcester,EBARB,OP,Batteries,BA,IPP Non-CHP,2,3.1,2.8,2.8,6,2021,6.3,3,3,LIB,,,,1.1,CS,,,,,Y,,PR,,,,Y,,Y,,,Y,64129,EBARS, ,, ,,N
61012,AES Distributed Energy,64140,"BWC Stony Brook, LLC Hybrid",MA,Middlesex,BESS,OP,Batteries,BA,IPP Non-CHP,2,0.7,0.7,0.7,7,2021,1.4,0.7,0.7,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,64140,BSBPV, ,, ,,N
61012,AES Distributed Energy,64147,ZPD-PT Solar Project 2017-038 Hybrid LLC,MA,Worcester,DRAES,OP,Batteries,BA,IPP Non-CHP,2,3.5,3.5,3.5,4,2021,6.7,3.5,3.5,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,64147,DRAPV, ,, ,,N
63772,"Fish Springs Ranch Solar, LLC",64148,Fish Springs,NV,Washoe,FISHB,OP,Batteries,BA,IPP Non-CHP,2,25.0,25.0,25.0,3,2022,100,25,25,LIB,,,,8.2,CS,,,PR,,,,Y,,,,Y,,,Y,,Y,64148,FISH, ,, ,,Y
63784,"Azure Sky Wind Project, LLC",64164,"Azure Sky Wind Project, LLC Hybrid",TX,Throckmorton,ASWBE,OP,Batteries,BA,IPP Non-CHP,2,120.0,120.0,120.0,4,2024,190,121.8,121.8,LIB,,,,195.5,CS,PR,Y,,,,,,,Y,,,,,,,N, ,, ,, ,,N
61012,AES Distributed Energy,64170,"BWC Muddy Brook, LLC Hybrid",MA,Worcester,MBES,OP,Batteries,BA,IPP Non-CHP,2,0.9,0.9,0.9,9,2021,1.8,0.9,0.9,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,64170,MBPV, ,, ,,N
61012,AES Distributed Energy,64182,"BWC Lake Lashaway, LLC Hybrid",MA,Worcester,DRAES,OP,Batteries,BA,IPP Non-CHP,2,3.7,3.7,3.7,5,2021,9,3.7,3.7,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,64182,DRAPV, ,, ,,N
61012,AES Distributed Energy,64185,ZPD-PT Solar Project 2017-023 LLC Hybrid,MA,Worcester,DRAES,OP,Batteries,BA,IPP Non-CHP,2,1.9,1.9,1.9,1,2021,3.5,1.9,1.9,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,64185,DRAPV, ,, ,,N
61012,AES Distributed Energy,64187,ZPD-PT Solar Project 2017-021 LLC Hybrid,MA,Hampden,DRAES,OP,Batteries,BA,IPP Non-CHP,2,0.7,1.0,1.0,1,2021,2.5,0.7,0.7,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,64187,DRAPV, ,, ,,N
56215,"Big Sky Wind, LLC",64197,"Fifth Standard Solar PV, LLC (Hybrid)",CA,Fresno,FTHSB,OP,Batteries,BA,IPP Non-CHP,2,137.0,117.0,117.0,9,2023,137,137,137,LIB,,,,45.1,CS,,PR,,,,,,,,,Y,Y,,,,Y,64197,FTHSS, ,, ,,N
20160,Energy Northwest,64198,"Horn Rapids Solar, Storage and Training",WA,Benton,HRBE,OP,Batteries,BA,Electric Utility,1,1.0,1.0,1.0,12,2020,4,1,1,LIB,,,,2.4,CS,,,,,Y,,PR,,,,,,,,,N, ,, ,, ,,N
15470,"Duke Energy Indiana, LLC",64207,Crane Battery Energy Storage System,IN,Martin,ES1,OP,Batteries,BA,Electric Utility,1,5.0,5.0,5.0,12,2020,5,5,5,LIB,,,,5,CS,,PR,,,,,,,Y,,,,,,,N, ,, ,, ,,N
61514,"Agilitas Energy, Inc.",64213,Auburn Solar Project,MA,Worcester,BEAUB,OP,Batteries,BA,IPP Non-CHP,2,3.8,3.8,3.8,5,2022,9.4,3.7,3.7,LIB,,,,3.7,CS,PR,,,,,,,,,,Y,,Y,,,Y,64213,AUB, ,, ,,N
63842,"BCSB, LLC",64222,Burt County Solar Hybrid,NE,Burt,2,OP,Batteries,BA,IPP Non-CHP,2,0.7,0.7,0.7,6,2021,3,0.7,0.7,LIB,,,,0.8,CS,,,,,,,PR,,Y,,,,,,,N, ,, ,, ,,N
63842,"BCSB, LLC",64223,Dodge County Solar Hybrid,NE,Dodge,2,OP,Batteries,BA,IPP Non-CHP,2,0.7,0.7,0.7,6,2021,3,0.7,0.7,LIB,,,,0.8,CS,,,,,,,PR,,Y,,,,,,,N, ,, ,, ,,N
63841,"Hadley 3 Solar, LLC (North)",64231,Hadley 3 Solar (North),MA,Hampshire,09170,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,0.8,5,2024,4.4,1,1,LIB,,,,2,CS,,,,,,,,,,,PR,Y,,,,Y,9170,3093, ,, ,,Y
61012,AES Distributed Energy,64256,AES Maui Kuihelani Solar Hybrid,HI,Maui,KLNIB,OP,Batteries,BA,IPP Non-CHP,2,60.0,60.0,60.0,5,2024,240,60,60,LIB,,,,26.2,CS,,Y,,,,Y,,,Y,,PR,,Y,,,Y,64256,KULNI, ,, ,,N
56201,Engie North America,64293,Alvin,TX,Brazoria,ALVIN,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,10,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
56201,Engie North America,64294,Odessa,TX,Ector,ODSA,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,10,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
56201,Engie North America,64295,Angleton,TX,Brazoria,ANGLE,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,11,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
56201,Engie North America,64296,Brazoria,TX,Brazoria,BRAZ,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,11,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
56201,Engie North America,64297,Heights,TX,Galveston,H8S,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,12,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
56201,Engie North America,64298,Magnolia TX,TX,Galveston,MANGO,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,12,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
56201,Engie North America,64312,Bat Cave,TX,Mason,BC,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,10,2021,110,100,100,LIB,,,,103,CS,Y,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
56201,Engie North America,64314,Dickinson,TX,Galveston,DIKN,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,6,2021,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
56201,Engie North America,64315,Loop 463,TX,Victoria,LOOP,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,8,2021,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
56201,Engie North America,64316,Lopeno,TX,Zapata,LOPE,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2022,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
56201,Engie North America,64317,North Fork TX,TX,Williamson,NF,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,10,2021,110,100,100,LIB,,,,103,CS,Y,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
56201,Engie North America,64318,Pueblo BA,TX,Maverick,PBL1,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2022,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
56201,Engie North America,64318,Pueblo BA,TX,Maverick,PBL2,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2022,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
56201,Engie North America,64319,Ranchtown,TX,Bexar,RANCH,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,10,2021,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
56201,Engie North America,64321,Sweeny,TX,Brazoria,SWNY,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,4,2021,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
56201,Engie North America,64322,Zapata,TX,Zapata,ZPT1,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2022,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
56201,Engie North America,64322,Zapata,TX,Zapata,ZPT2,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2022,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
63991,"DG New York CS, LLC",64374,Norwich Solar and Energy Storage CSG,NY,Chenango,NRWCB,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,9,2021,15,3,3,LIB,,,,2.6,CS,,,,,Y,,Y,,,,PR,,,Y,,Y,64374,NRWCH, ,, ,,N
9417,Interstate Power and Light Co,64375,Decorah Battery,IA,Winneshiek,BESS1,OP,Batteries,BA,Electric Utility,1,2.5,2.5,2.5,6,2021,2.9,2.5,2.5,LIB,,,,2.5,CS,,,,,,PR,,,Y,,,,,,,N, ,, ,, ,,Y
61012,AES Distributed Energy,64395,ZPD-PT Solar Project 2017-006 LLC Hybrid,MA,Worcester,DRAES,OP,Batteries,BA,IPP Non-CHP,2,2.5,4.0,4.0,7,2021,5,2.5,2.5,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,64395,DRAPV, ,, ,,N
63432,SkyHigh 2 Solar,64400,BYU - Hawaii,HI,Honolulu,BYESS,OP,Batteries,BA,IPP Non-CHP,2,1.9,1.9,1.9,11,2021,1.9,1.9,1.9,LIB,,,,1.9,CS,PR,,,,,,Y,,,,Y,Y,,,,Y,64400,BYUHI, ,, ,,N
63289,Key Capture Energy,64423,TX7 Flat Top,TX,Reeves,TX7,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,5,2020,16.5,9.9,9.9,LIB,,,,9.9,CS,Y,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
63289,Key Capture Energy,64424,TX8 Worsham,TX,Pecos,TX8,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,2,2020,17.9,9.9,9.9,LIB,,,,9.9,CS,Y,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
63289,Key Capture Energy,64425,TX2 Port Lavaca,TX,Calhoun,TX2,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2020,11.9,9.9,9.9,LIB,,,,9.9,CS,,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
64002,Wilmot Energy Center LLC,64426,Wilmot Energy Center LLC,AZ,Pima,WILBA,OP,Batteries,BA,IPP Non-CHP,2,30.0,30.0,30.0,4,2021,60,30,30,LIB,,,,1,CS,,Y,PR,,,,Y,Y,,,Y,Y,,,,N, ,, ,, ,,N
64069,"Breckenridge Street Solar 1, LLC",64432,Breckenridge Solar,MA,Hampden,BBA,OP,Batteries,BA,IPP Non-CHP,2,2.2,2.2,2.2,11,2020,4.7,2.2,2.2,LIB,,,,2.2,CS,,,,,,,,,,,PR,Y,,,,N,64432,BKS, ,, ,,Y
