ercot_substation,lat,lon,match_source,confidence,score,matched_name,load_zone,max_voltage_kv,eia_plant_code,osm_id,propagated_from,mora_county,mora_fuel,county_validated,county_dist_km,gnis_class,gnis_county,psse_readable,hv_osm_345_id,hv_endpoint_dist_km,original_match_source,original_confidence,snap_distance_km,snap_status,snap_rule,snap_candidate_name,snap_candidate_kv
RGLRW,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
RGPSW,31.377401,-95.850235,gnis,medium,85.8,Russell,LZ_NORTH,345.0,,,W_LD_138,,,,,Populated Place,LEON,RUSSELLGAP,,,,,,,,,
RGR,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
RGRSW,32.469852,-98.678948,gnis,high,100.0,Ranger,LZ_WEST,345.0,,,PEGAS,,,,,Populated Place,EASTLAND,RANGER,,,,,,,,,
RH,29.167065,-95.440647,propagated,low,0,,LZ_HOUSTON,138.0,,,ANGLETON,,,,,,,,,,,,,,,,
RHA,29.271,-98.456,propagated,low,0,,LZ_HOUSTON,138.0,,,BEXAR_ES,,,,,,,,,,,,,,,,
RHLSW,26.523359,-99.017108,propagated,low,0,,LZ_NORTH,138.0,,,STARR,,,,,,,,,,,,,,,,
RHM,33.053456,-97.471966,gnis,high,100.0,Rhome,LZ_NORTH,138.0,,,KRUGRVLE,,,,,Populated Place,WISE,RHOME,,,,,,,,,
RHOME,33.076468,-97.474242,osm,high,100,Rhome Substation,LZ_NORTH,138.0,,454866386,,,,,,,,,,,,,,,,,
RHPOD,32.295946,-102.54,propagated,low,0,,LZ_WEST,138.0,,,BAKKE,,,,,,,,,,,,,,,,
RIC,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
RICES,26.523692,-98.745522,propagated,low,0,,LZ_NORTH,138.0,,,MESTENO,,,,,,,,,,,,,,,,
RICHSP,29.939653,-97.585326,propagated,low,0,,LZ_NORTH,69.0,,,DALE,,,,,,,,,,,,,,,,
RICOCHET,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
RICRDOS,27.414003,-97.776545,osm,high,92.4,Ricardo Substation,LZ_SOUTH,69.0,,511539392,,,,,,,,,,,,,,,,,
RICSW,32.865417,-97.099401,propagated,low,0,,LZ_WEST,138.0,,,EULES,,,,,,,,,,,,,,,,
RIDGE,26.16815,-98.09831,eia860,medium,90.8,Ridge Rd,LZ_NORTH,138.0,65573,,,,,,,,,,,,,,,,,,
RIDGMA,29.258067,-98.383017,propagated,low,0,,LZ_SOUTH,138.0,,,BRAUNIG,,,,,,,,,,,,,,,,
RIDGV,31.14546,-96.32191,gnis,medium,86.6,Ridge,LZ_NORTH,138.0,,,,,,,,Populated Place,ROBERTSON,RIDGEVW,,,,,,,,,
RIESW,31.474892,-96.923326,gnis,high,100.0,Riesel,LZ_NORTH,138.0,,,WEAST,,,,,Populated Place,MCLENNAN,RIESEL,,,,,,,,,
RIG,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
RIGGINS,31.054347,-102.85104,osm,high,100,Riggins Substation,LZ_WEST,138.0,,579695437,,PECOS,,True,21.5,,,,,,,,,,,,
RILEY,34.085583,-99.145718,osm,high,100,Riley Substation,LZ_WEST,345.0,,165665538,,,,,,,,,,,,,,,,,
RIMROC,30.030137,-99.173145,osm,high,92.7,Rim Rock Substation,LZ_SOUTH,138.0,,338944404,,,,,,,,,,,,,,,,,
RIN,26.287936,-98.145074,propagated,low,0,,LZ_HOUSTON,138.0,,,SE,,,,,,,,,,,,,,,,
RINCON,27.986717,-97.329851,osm,high,100,Rincon Substation,LZ_SOUTH,138.0,,194687600,,,,,,,,,,,,,,,,,
RINGGOLD,32.865417,-97.099401,propagated,low,0,,LZ_WEST,69.0,,,EULES,,,,,,,,,,,,,,,,
RINGO,32.311556,-100.061589,propagated,low,0,,LZ_WEST,138.0,,,BUFFALO,,,,,,,,,,,,,,,,
RIOCOL,31.047224,-100.542055,propagated,low,0,,LZ_SOUTH,69.0,,,BIGHIL,,,,,,,,,,,,,,,,
RIOGCITY,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,69.0,,,,,,,,,,,,,,,,,,,
RIOHONDO,27.936157,-97.360884,hv_endpoint,low,0,,LZ_SOUTH,345.0,,,GILA,,,,,,,,,14.2,,,,,,,
RIOLAG,33.221074,-96.917938,propagated,low,0,,LZ_SOUTH,138.0,,,NAVO,,,,,,,,,,,,,,,,
RIONOG,29.593229,-97.974767,mora_osm,medium,84.0,Rio Nogales Switchyard,LZ_SOUTH,345.0,,174198532,WESLACO,GUADALUPE,GAS-CC,,,,,,,,,,,,,,
RIOPECOS,27.611107,-99.499906,propagated,low,0,,LZ_WEST,138.0,,,MILO,,,,,,,,,,,,,,,,
RIO_BRAV,27.313753,-99.419605,osm,high,100.0,Rio Brava Substation,LZ_SOUTH,138.0,,451971721,,,,,,,,,,,,,,,,,
RIO_GRAN,27.5667,-99.5089,propagated,low,0,,LZ_SOUTH,138.0,,,LAREDO,,,,,,,,,,,,,,,,
RIO_GRDE,26.379787,-98.820305,gnis,high,92.0,Rio Grande City,LZ_SOUTH,138.0,,,RAILHEAD,,,,,Populated Place,STARR,RIO GRANDE,,,,,,,,,
RIO_RICO,26.0918,-97.900496,osm,high,100,Rio Rico Substation,LZ_SOUTH,69.0,,513282622,,,,,,,,,,,,,,,,,
RIPPEY,35.40238,-101.15404,propagated,low,0,,LZ_NORTH,138.0,,,RAILHEAD,,,,,,,,,,,,,,,,
RISNGSTR,32.094466,-98.972723,osm,medium,87.0,Rising Star Substation,LZ_NORTH,138.0,,516664056,,,,,,,,,,,,,,,,,
RIST,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,,,,,,,,,,,,,,,,,
RIVEOA,31.503698,-97.762643,propagated,low,0,,LZ_SOUTH,138.0,,,GATESVL2,,,,,,,,,,,,,,,,
RIVER,33.393056,-95.146667,eia860,medium,85.5,River Crest,LZ_SOUTH,138.0,3503,,,,,,,,,,,,,,,,,,
RIVERS,30.64852,-97.689636,osm,medium,90.7,Rivery Substation,LZ_SOUTH,138.0,,339937464,,,,,,,,,,,,,,,,,
RIVERY,30.64852,-97.689636,osm,high,100,Rivery Substation,LZ_SOUTH,138.0,,339937464,,,,,,,,,,,,,,,,,
RIVER_SD,27.847024,-97.719097,osm,medium,89.8,Riverside Substation,LZ_SOUTH,69.0,,489675584,,,,,,,,,,,,,,,,,
RKCRK,32.815621,-97.025471,hv_endpoint,low,0,,LZ_NORTH,345.0,,,EULES,,,,,,,,,8.9,,,,,,,
RKDLE,30.655476,-97.001374,gnis,high,100.0,Rockdale,LZ_SOUTH,138.0,,,JOLLYVIL,,,,,Populated Place,MILAM,ROCKDALE,,,,,,,,,
RKDLN,30.655476,-97.001374,gnis,medium,89.8,Rockdale,LZ_SOUTH,69.0,,,EULES,,,,,Populated Place,MILAM,ROCKDALN,,,,,,,,,
RKYSP,31.323519,-94.595484,gnis,medium,85.4,Rocky Springs,LZ_NORTH,138.0,,,AZLES,,,,,Populated Place,ANGELINA,ROCKYSPGS,,,,,,,,,
RLAKE,32.857896,-97.511964,propagated,low,0,,LZ_NORTH,138.0,,,AZLES,,,,,,,,,,,,,,,,
RLKSW,30.548439,-97.838363,propagated,low,0,,LZ_WEST,138.0,,,BLOCKH,,,,,,,,,,,,,,,,
RLN,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
RLPOD,30.464605,-97.757305,propagated,low,0,,LZ_WEST,138.0,,,NORTHWES,,,,,,,,,,,,,,,,
RLPOI,31.186,-103.128,propagated,low,0,,LZ_NORTH,138.0,,,TAYGETE,,,,,,,,,,,,,,,,
RMNJUARZ,27.687378,-98.068991,propagated,low,0,,LZ_NORTH,138.0,,,BENBOLT,,,,,,,,,,,,,,,,
RMOTTS,28.9275,-99.0919,propagated,low,0,,LZ_SOUTH,69.0,,,PEARSALL,,,,,,,,,,,,,,,,
RNBAY,33.167894,-97.87837,gnis,high,91.2,Runaway Bay,LZ_NORTH,138.0,,,TRIANGLE,,,,,Populated Place,WISE,RUNAWAY,,,,,,,,,
RNDER,32.857896,-97.511964,propagated,low,0,,LZ_NORTH,138.0,,,AZLES,,,,,,,,,,,,,,,,
RNDRK,35.91254,-97.604869,propagated,low,0,,LZ_SOUTH,138.0,,,CRSCN,,,,,,,,,,,,,,,,
RNG,31.326843,-96.724427,gnis,medium,88.5,Stranger,LZ_HOUSTON,138.0,,,LK,,,,,Populated Place,FALLS,STRANG,,,,,,,,,
RNGLF,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,,,,,,,,,,,,,,,,,
RNGMG,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,,,,,,,,,,,,,,,,,
RNGMT,32.865417,-97.099401,propagated,low,0,,LZ_WEST,69.0,,,EULES,,,,,,,,,,,,,,,,
RNKSW,33.004013,-97.225848,gnis,high,100.0,Roanoke,LZ_NORTH,345.0,,,CANYONWD,,,,,Populated Place,DENTON,ROANOKE,,,,,,,,,
RNPOI,32.295946,-102.54,propagated,low,0,,LZ_WEST,69.0,,,BAKKE,,,,,,,,,,,,,,,,
RNRD12,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,,,,,,,,,,,,,,,,,
RNS,30.584366,-95.943842,gnis,medium,83.0,Roans Prairie,LZ_HOUSTON,345.0,,,DOW,,,,,Populated Place,GRIMES,ROANS,,,,,,,,,
RO,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
ROANOKE,32.991758,-97.261583,osm,high,100.0,Roanoke Substation,LZ_NORTH,138.0,,171478878,,,,,,,,,,,,,,,,,
ROANW,31.684511,-98.603358,propagated,low,0,,LZ_NORTH,138.0,,,FLAT_TOP,,,,,,,,,,,,,,,,
ROARINGS,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,,,,,,,,,,,,,,,,,
ROBBSW,32.865417,-97.099401,propagated,low,0,,LZ_WEST,138.0,,,EULES,,,,,,,,,,,,,,,,
ROBERSON,32.299702,-99.75945,osm,medium,87.8,Roberts Substation,LZ_WEST,69.0,,195423566,,,,,,,,,,,,,,,,,
ROBL,32.748626,-100.377858,osm,medium,83.0,Roby Substation,LZ_WEST,69.0,,519686441,,,,,,,,,,,,,,,,,
ROBNW,32.902315,-96.67776,propagated,low,0,,LZ_NORTH,138.0,,,MARQUIS,,,,,,,,,,,,,,,,
ROBRJR,33.221074,-96.917938,propagated,low,0,,LZ_SOUTH,138.0,,,NAVO,,,,,,,,,,,,,,,,
ROBSTOS,27.768597,-97.636144,osm,medium,87.8,Robstown Substation,LZ_SOUTH,69.0,,489675518,,,,,,,,,,,,,,,,,
ROBSTOWN,27.768597,-97.636144,osm,high,100,Robstown Substation,LZ_SOUTH,69.0,,489675518,,,,,,,,,,,,,,,,,
ROBT,32.748626,-100.377858,osm,medium,83.0,Roby Substation,LZ_WEST,69.0,,519686441,,,,,,,,,,,,,,,,,
ROBY,32.748626,-100.377858,osm,high,100,Roby Substation,LZ_WEST,69.0,,519686441,,,,,,,,,,,,,,,,,
ROCHSTER,33.317086,-99.856766,osm,high,99.2,Rochester Substation,LZ_WEST,69.0,,519738940,,,,,,,,,,,,,,,,,
ROCKETT,32.469862,-96.763884,gnis,high,100.0,Rockett,LZ_NORTH,69.0,,,,,,,,Populated Place,ELLIS,ROCKETT,,,,,,,,,
ROCKHILL,33.204006,-96.802499,gnis,high,100.0,Rockhill,LZ_NORTH,138.0,,,MARQUIS,,,,,Populated Place,COLLIN,ROCKHILL,,,,,,,,,
ROCKIS,29.22574,-99.699154,propagated,low,0,,LZ_SOUTH,138.0,,,UVALDE,,,,,,,,,,,,,,,,
ROCKPORT,27.977458,-97.142133,osm,high,100,Rockport Substation,LZ_SOUTH,138.0,,514740424,,,,,,,,,,,,,,,,,
ROCKSP,29.416558,-98.718122,propagated,low,0,,LZ_SOUTH,69.0,,,CAGNON,,,,,,,,,,,,,,,,
ROCKSPRS,29.72753,-100.79431,eia860,medium,87.3,Rocksprings,LZ_SOUTH,69.0,60217,,,,,,,,,,,,,,,,,,
ROCK_ATL,33.17192,-97.084727,propagated,low,0,,LZ_SOUTH,69.0,,,POCKRUSC,,,,,,,,,,,,,,,,
RODD_FLD,27.65913,-97.382426,osm,high,95.6,Rodd Field Substation,LZ_SOUTH,138.0,,204031484,,,,,,,,,,,,,,,,,
RODGERS,32.104125,-100.162375,propagated,low,0,,LZ_NORTH,69.0,,,HOLSTEIN,,,,,,,,,,,,,,,,
ROGRS,30.931574,-97.226663,gnis,high,100.0,Rogers,LZ_NORTH,138.0,,,MESQT,,,,,Populated Place,BELL,ROGERS,,,,,,,,,
ROHR,29.935593,-97.878948,osm,high,100,Rohr Substation,LZ_SOUTH,138.0,,508455364,,,,,,,,,,,,,,,,,
ROKSW,33.048156,-97.034996,propagated,low,0,,LZ_SOUTH,138.0,,,WEAST,,,,,,,,,,,,,,,,
ROL,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
ROLHL,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES,,,,,,,,,,,,,,,,
ROLLANS,31.910906,-100.911329,osm,high,100,Rollans Substation,LZ_WEST,69.0,,455566730,,,,,,,,,,,,,,,,,
ROLTR,32.916489,-96.631695,propagated,low,0,,LZ_NORTH,138.0,,,WALNUT1,,,,,,,,,,,,,,,,
ROMA,26.522607,-99.019286,osm,high,100,Roma Switching Station,LZ_SOUTH,138.0,,453123204,,,,,,,,,,,,,,,,,
ROMA_SW,26.405261,-99.015807,gnis,high,100.0,Roma,LZ_SOUTH,138.0,,,MADDUX,,,,,Populated Place,STARR,ROMA,,,,,,,,,
ROMNEY,32.244906,-98.673762,osm,high,100,Romney Substation,LZ_NORTH,345.0,,454919539,,,,,,,,,,,,,,,,,
ROSED,31.841634,-102.727059,propagated,low,0,,LZ_NORTH,138.0,,,MIDWY,,,,,,,,,,,,,,,,
ROSEHILL,29.883214,-95.111345,propagated,low,0,,LZ_NORTH,138.0,,,CHAMON,,,,,,,,,,,,,,,,
ROSELAND,31.461242,-96.824928,eia860,medium,83.5,"Roseland Solar Project, LLC",LZ_NORTH,345.0,65028,,,FALLS,,True,19.0,,,,,,,,,,,,
ROSEM,30.464605,-97.757305,propagated,low,0,,LZ_NORTH,138.0,,,NORTHWES,,,,,,,,,,,,,,,,
ROSEMARY,32.465874,-100.139167,propagated,low,0,,LZ_NORTH,138.0,,,MCELMU,,,,,,,,,,,,,,,,
ROSEN,31.417393,-97.099443,gnis,high,100.0,Rosenthal,LZ_NORTH,138.0,,,,,,,,Populated Place,MCLENNAN,ROSENTHAL,,,,,,,,,
ROSICR,32.865417,-97.099401,propagated,low,0,,LZ_SOUTH,138.0,,,EULES,,,,,,,,,,,,,,,,
ROSSN,31.749592,-97.11328,osm,high,95.6,Ross Substation,LZ_NORTH,69.0,,346832072,,,,,,,,,,,,,,,,,
ROSSVLS,29.164253,-98.681946,osm,medium,83.6,Rossville Substation,LZ_SOUTH,138.0,,319406850,,,,,,,,,,,,,,,,,
ROSTP,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,69.0,,,EULES,,,,,,,,,,,,,,,,
ROTN,32.839207,-100.453812,osm,high,95.4,Rotan Substation,LZ_WEST,69.0,,519686424,,,,,,,,,,,,,,,,,
ROUGH,29.53742,-100.896089,osm,medium,88.4,Rough Canyon Substation,LZ_WEST,138.0,,344546753,,,,,,,,,,,,,,,,,
ROUGHCAN,26.167627,-98.097755,propagated,low,0,,LZ_SOUTH,138.0,,,ELGATO,,,,,,,,,,,,,,,,
ROUGHNTP,31.517,-100.6,propagated,low,0,,LZ_WEST,138.0,,,RAMBLER,,,,,,,,,,,,,,,,
ROUNDTOP,32.866149,-100.264846,osm,high,100.0,Round Top Substation,LZ_WEST,69.0,,519723749,,,,,,,,,,,,,,,,,
ROUNTO,30.077839,-96.710728,osm,medium,88.2,Round Top Substation,LZ_SOUTH,138.0,,511344195,,,,,,,,,,,,,,,,,
ROUTE_66,35.205278,-101.434167,snap_eia860,medium,100.0,Route 66 Wind Plant,LZ_WEST,345.0,58681,453794544,,,,,,,,,,,eia860,high,0.100,auto,same_lz_nearest_osm_le_1km,Route 66 Wind Substation,345.0
ROW,29.39,-95.78,mora_eia860,high,100.0,Rowland Solar II,LZ_HOUSTON,345.0,66262,,DECKER,FORT BEND,SOLAR,,,,,,,,,,,,,,
ROWE,31.645742,-100.047287,osm,medium,88.2,Rowena Substation,LZ_WEST,69.0,,493048330,,,,,,,,,,,,,,,,,
ROWLT,32.902902,-96.56388,gnis,high,100.0,Rowlett,LZ_NORTH,138.0,,,EULES,,,,,Populated Place,DALLAS,ROWLETT,,,,,,,,,
ROWSW,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
ROYBEAN,31.35612,-103.33454,propagated,low,0,,LZ_WEST,138.0,,,WORSHAM,,,,,,,,,,,,,,,,
RPR,33.543862,-100.897118,propagated,low,0,,LZ_NORTH,138.0,,,ESPULA9,,,,,,,,,,,,,,,,
RPUBRDS,31.503698,-97.762643,propagated,low,0,,LZ_NORTH,138.0,,,GATESVL2,,,,,,,,,,,,,,,,
RRANCHES,31.36,-103.33,snap_mora_eia860,medium,97.0,Rodeo Ranch Energy Storage,LZ_WEST,138.0,67175,1006929084,TEASLEY,REEVES,STORAGE,,,,,,,,mora_eia860,high,0.463,auto,same_lz_nearest_osm_le_1km,,138.0
RRC_WIND,32.196156,-100.022711,hv_endpoint,low,0,,LZ_NORTH,345.0,,,CALLAHAN,,,,,,,,,12.0,,,,,,,
RRDSW,31.95206,-97.864845,hv_endpoint,low,0,,LZ_NORTH,345.0,,,GATESVL2,,,,,,,,,50.8,,,,,,,
RRNES,29.271,-98.456,propagated,low,0,,LZ_SOUTH,138.0,,,BEXAR_ES,,,,,,,,,,,,,,,,
RRPOD,35.687089,-97.226759,propagated,low,0,,LZ_WEST,138.0,,,REDBUD,,,,,,,,,,,,,,,,
RRSTH,32.760166,-96.575623,propagated,low,0,,LZ_SOUTH,138.0,,,MESQT,,,,,,,,,,,,,,,,
RRWES,32.865417,-97.099401,propagated,low,0,,LZ_SOUTH,138.0,,,EULES,,,,,,,,,,,,,,,,
RS,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
RSKMN,31.796006,-95.150221,gnis,high,100.0,Rusk,LZ_NORTH,69.0,,,EULES,,,,,Populated Place,CHEROKEE,RUSK,,,,,,,,,
RSNAKE,31.74325,-101.493407,mora_eia860,medium,84.4,Rattlesnake Den,LZ_WEST,345.0,59943,,LAMARQUE,GLASSCOCK,WIND-O,,,,,,,,,,,,,,
RSNHT,31.420461,-93.97519,gnis,medium,81.6,Rosevine,LZ_NORTH,138.0,,,,,,,,Populated Place,SABINE,ROSEN,,,,,,,,,
RSP,32.328755,-96.760828,gnis,medium,86.6,Reagor Springs,LZ_NORTH,69.0,,,INTRCITY,,,,,Populated Place,ELLIS,REAGORSPRG,,,,,,,,,
RSPCK,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES,,,,,,,,,,,,,,,,
RSPOD,29.53742,-100.896089,propagated,low,0,,LZ_WEST,138.0,,,ROUGH,,,,,,,,,,,,,,,,
RSPVY,26.523359,-99.017108,propagated,low,0,,LZ_NORTH,138.0,,,STARR,,,,,,,,,,,,,,,,
RT,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
RTHGB,32.865417,-97.099401,propagated,low,0,,LZ_WEST,138.0,,,EULES,,,,,,,,,,,,,,,,
RTLSNAKE,31.568978,-103.226631,mora_eia860,medium,84.8,Rattlesnake (TX),LZ_WEST,138.0,65833,,DOW,WARD,STORAGE,,,,,,,,,,,,,,
RTPOD,32.295946,-102.54,propagated,low,0,,LZ_WEST,138.0,,,BAKKE,,,,,,,,,,,,,,,,
RTRSW,31.740751,-102.213176,propagated,low,0,,LZ_WEST,138.0,,,PEGAS,,,,,,,,,,,,,,,,
RTS,31.858779,-102.216404,hv_endpoint,low,0,,LZ_WEST,345.0,,,PEGAS,,,,,,,,,13.1,,,,,,,
RTS2,29.262221,-98.427356,hv_endpoint,low,0,,LZ_WEST,345.0,,,BEXAR_ES,,,,,,,,,2.9,,,,,,,
RTW,30.090428747619047,-95.49047936190478,hv_osm_345,medium,84.8,Rothwood Substation,LZ_HOUSTON,345.0,,127286698,RVR,,,,,,,,127286698,,,,,,,,
RU,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
RUCKER,32.165139,-98.60283,gnis,high,100.0,Rucker,LZ_WEST,69.0,,,BEXAR_ES,,,,,Populated Place,COMANCHE,RUCKER,,,,,,,,,
RULE,33.189294,-99.889924,osm,high,100,Rule Substation,LZ_WEST,69.0,,519732694,,,,,,,,,,,,,,,,,
RUNGE,28.870568,-97.701542,osm,high,100,Runge Substation,LZ_SOUTH,138.0,,21020281,,,,,,,,,,,,,,,,,
RUPLETP,33.453414,-99.603054,propagated,low,0,,LZ_SOUTH,138.0,,,EASTMUND,,,,,,,,,,,,,,,,
RUPOD,32.358321,-99.700289,propagated,low,0,,LZ_WEST,138.0,,,WALKER,,,,,,,,,,,,,,,,
RUPPD,33.76231,-102.097118,gnis,high,100.0,Roundup,LZ_WEST,138.0,,,NORTHWES,,,,,Populated Place,HOCKLEY,ROUNDUP,,,,,,,,,
RUS,31.377401,-95.850235,gnis,high,93.8,Russell,LZ_HOUSTON,138.0,,,LK,,,,,Populated Place,LEON,RUSSEL,,,,,,,,,
RUSSEKST,31.183494,-101.460355,eia860,medium,88.5,Russek,LZ_WEST,138.0,67495,,,REAGAN,,True,6.7,,,,,,,,,,,,
RUSTHILL,31.451653,-100.424926,osm,high,100,Rusthill Substation,LZ_WEST,138.0,,346161471,,,,,,,,,,,,,,,,,
RUTHER,30.117709,-97.98582,osm,medium,84.1,Rutherford Substation,LZ_SOUTH,138.0,,339984022,,,,,,,,,,,,,,,,,
RVIERAS,27.298654,-97.814997,gnis,medium,85.8,Riviera,LZ_SOUTH,69.0,,,,,,,,Populated Place,KLEBERG,RIVIERASUB,,,,,,,,,
RVIEW,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,,,,,,,,,,,,,,,,,
RVR,33.393056,-95.146667,eia860,medium,85.5,River Crest,LZ_HOUSTON,138.0,3503,,,,,,,,,,,,,,,,,,
RVRFT,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES,,,,,,,,,,,,,,,,
RVRSDS,25.908691,-97.522485,gnis,high,91.9,Riverside,LZ_SOUTH,69.0,,,,,,,,Populated Place,CAMERON,RIVERSIDESB,,,,,,,,,
RVRSW,31.753461,-103.771577,gnis,high,100.0,Riverton,LZ_WEST,345.0,,,ODESA,,,,,Populated Place,REEVES,RIVERTON,,,,,,,,,
RVRVLYS,31.503698,-97.762643,propagated,low,0,,LZ_SOUTH,138.0,,,GATESVL2,,,,,,,,,,,,,,,,
RWALE,29.271,-98.456,propagated,low,0,,LZ_NORTH,138.0,,,BEXAR_ES,,,,,,,,,,,,,,,,
RWALL,32.870498,-97.597856,propagated,low,0,,LZ_NORTH,138.0,,,FLATROCK,,,,,,,,,,,,,,,,
RWALS,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
RWDHV,29.697474,-97.654362,propagated,low,0,,LZ_NORTH,138.0,,,LULING,,,,,,,,,,,,,,,,
RWYSW,33.520892,-101.973737,propagated,low,0,,LZ_WEST,138.0,,,UPLND,,,,,,,,,,,,,,,,
RXALL,29.3525,-98.5761,propagated,low,0,,LZ_WEST,138.0,,,LEON_CRK,,,,,,,,,,,,,,,,
RYLTY,31.372362,-102.867098,gnis,high,100.0,Royalty,LZ_WEST,138.0,,,DUVAL,,,,,Populated Place,WARD,ROYALTY,,,,,,,,,
RYSSW,32.97512,-96.332482,gnis,medium,87.0,Royse City,LZ_NORTH,345.0,,,PAYNE,,,,,Populated Place,ROCKWALL,ROYSE,,,,,,,,,
RZ,29.352184,-95.460219,gnis,medium,88.5,Rosharon,LZ_HOUSTON,138.0,,,LK,,,,,Populated Place,BRAZORIA,ROSHRN,,,,,,,,,
S3,29.561618,-98.226955,gnis,medium,88.5,Cibolo,LZ_SOUTH,138.0,,,HILCORP,,,,,Populated Place,GUADALUPE,CIBOLOCR,,,,,,,,,
S4,29.517452,-98.39696,gnis,high,100.0,Fratt,LZ_SOUTH,138.0,,,CRIST,,,,,Populated Place,BEXAR,FRATT,,,,,,,,,
S5,29.743833,-98.453073,gnis,high,100.0,Bulverde,LZ_SOUTH,138.0,,,FAIRLA,,,,,Populated Place,COMAL,BULVERDE,,,,,,,,,
SA,29.90328,-95.603277,gnis,high,93.8,Satsuma,LZ_HOUSTON,138.0,,,LK,,,,,Populated Place,HARRIS,SATSUM,,,,,,,,,
SABINAL,29.298898,-99.463599,osm,high,100,Sabinal Substation,LZ_SOUTH,69.0,,343141487,,,,,,,,,,,,,,,,,
SABINLS,29.298898,-99.463599,osm,high,92.7,Sabinal Substation,LZ_SOUTH,69.0,,343141487,,,,,,,,,,,,,,,,,
SACH,28.837904,-98.184543,propagated,low,0,,LZ_WEST,138.0,,,FASHNGS,,,,,,,,,,,,,,,,
SACRC,32.742316,-100.985737,osm,high,97.3,Sacroc Substation,LZ_WEST,138.0,,467959300,,,,,,,,,,,,,,,,,
SADLBACK,31.332883,-103.498425,snap_eia860,medium,90.8,Saddleback,LZ_WEST,138.0,65834,1007123849,,REEVES,,True,4.6,,,,,,eia860,medium,0.513,auto,same_lz_nearest_osm_le_1km,Eagle Claw Midstream Substation,138.0
SAEM,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,,,,,,,,,,,,,,,,,
SAGC,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,,,,,,,,,,,,,,,,,
SAGE,33.303497,-101.65722,eia860,medium,85.1,Sage Draw Wind,LZ_WEST,69.0,62620,,,,,,,,,,,,,,,,,,
SAGEDRAW,33.303497,-101.65722,mora_eia860,high,94.2,Sage Draw Wind,LZ_WEST,345.0,62620,,ROUGH,LYNN,WIND-O,,,,,,,,,,,,,,
SAH,31.95206,-97.864845,hv_endpoint,low,0,,LZ_HOUSTON,345.0,,,GATESVL2,,,,,,,,,50.8,,,,,,,
SAINT_JO,36.134962,-95.965325,osm,medium,91.0,Saint John Substation,LZ_NORTH,69.0,,911412550,,,,,,,,,,,,,,,,,
SALDS,30.947128,-97.53862,gnis,high,100.0,Salado,LZ_NORTH,138.0,,,AZLES,,,,,Populated Place,BELL,SALADO,,,,,,,,,
SALEM,30.111207,-96.425438,osm,high,100,Salem Substation,LZ_SOUTH,345.0,,97848904,,,,,,,,,,,,,,,,,
SALEM1,30.111207,-96.425438,osm,high,92.6,Salem Substation,LZ_SOUTH,138.0,,97848904,,,,,,,,,,,,,,,,,
SALEM11,30.542425,-93.767952,gnis,high,100.0,Salem,LZ_NORTH,138.0,,,AMOCOOIL,,,,,Populated Place,NEWTON,SALEM,,,,,,,,,
SALSW,30.947128,-97.53862,gnis,medium,88.5,Salado,LZ_NORTH,345.0,,,EULES,,,,,Populated Place,BELL,SALADOSS,,,,,,,,,
